state,date,type,median,mean
Delaware,9/5/20,estimate,0.008,0.011
Delaware,9/6/20,estimate,0.008,0.011
Delaware,9/7/20,estimate,0.008,0.01
Delaware,9/8/20,estimate,0.008,0.01
Delaware,9/9/20,estimate,0.008,0.01
Delaware,9/10/20,estimate,0.008,0.01
Delaware,9/11/20,estimate,0.008,0.009
Delaware,9/12/20,estimate,0.008,0.009
Delaware,9/13/20,estimate,0.008,0.009
Delaware,9/14/20,estimate,0.008,0.008
Delaware,9/15/20,estimate,0.008,0.008
Delaware,9/16/20,estimate,0.008,0.008
Delaware,9/17/20,estimate,0.008,0.008
Delaware,9/18/20,estimate,0.008,0.008
Delaware,9/19/20,estimate,0.008,0.008
Delaware,9/20/20,estimate,0.008,0.008
Delaware,9/21/20,estimate,0.008,0.008
Delaware,9/22/20,estimate,0.008,0.008
Delaware,9/23/20,estimate,0.008,0.008
Delaware,9/24/20,estimate,0.008,0.008
Delaware,9/25/20,estimate,0.008,0.008
Delaware,9/26/20,estimate,0.008,0.008
Delaware,9/27/20,estimate,0.008,0.008
Delaware,9/28/20,estimate,0.008,0.008
Delaware,9/29/20,estimate,0.008,0.008
Delaware,9/30/20,estimate,0.008,0.008
Delaware,10/1/20,estimate,0.008,0.008
Delaware,10/2/20,estimate,0.008,0.008
Delaware,10/3/20,estimate,0.008,0.008
Delaware,10/4/20,estimate,0.008,0.008
Delaware,10/5/20,estimate,0.008,0.008
Delaware,10/6/20,estimate,0.008,0.008
Delaware,10/7/20,estimate,0.008,0.008
Delaware,10/8/20,estimate,0.008,0.008
Delaware,10/9/20,estimate,0.008,0.008
Delaware,10/10/20,estimate,0.008,0.008
Delaware,10/11/20,estimate,0.008,0.008
Delaware,10/12/20,estimate,0.008,0.008
Delaware,10/13/20,estimate,0.008,0.008
Delaware,10/14/20,estimate,0.008,0.009
Delaware,10/15/20,estimate,0.008,0.009
Delaware,10/16/20,estimate,0.008,0.009
Delaware,10/17/20,estimate,0.008,0.009
Delaware,10/18/20,estimate,0.008,0.009
Delaware,10/19/20,estimate,0.008,0.01
Delaware,10/20/20,estimate,0.009,0.01
Delaware,10/21/20,estimate,0.009,0.01
Delaware,10/22/20,estimate,0.009,0.01
Delaware,10/23/20,estimate,0.009,0.01
Delaware,10/24/20,estimate based on partial data,0.009,0.011
Delaware,10/25/20,estimate based on partial data,0.009,0.011
Delaware,10/26/20,estimate based on partial data,0.009,0.011
Delaware,10/27/20,estimate based on partial data,0.009,0.011
Delaware,10/28/20,estimate based on partial data,0.009,0.011
Delaware,10/29/20,estimate based on partial data,0.009,0.011
Delaware,10/30/20,estimate based on partial data,0.009,0.011
Delaware,10/31/20,estimate based on partial data,0.009,0.011
Delaware,11/1/20,estimate based on partial data,0.008,0.011
Delaware,11/2/20,estimate based on partial data,0.008,0.011
Delaware,11/3/20,estimate based on partial data,0.008,0.011
Delaware,11/4/20,forecast,0.008,0.011
Delaware,11/5/20,forecast,0.008,0.011
Delaware,11/6/20,forecast,0.008,0.011
Delaware,11/7/20,forecast,0.008,0.011
Delaware,11/8/20,forecast,0.008,0.011
Delaware,11/9/20,forecast,0.008,0.011
Delaware,11/10/20,forecast,0.008,0.011
Delaware,11/11/20,forecast,0.008,0.011
Delaware,11/12/20,forecast,0.008,0.011
Delaware,11/13/20,forecast,0.008,0.011
Delaware,11/14/20,forecast,0.008,0.011
Delaware,11/15/20,forecast,0.008,0.011
Delaware,11/16/20,forecast,0.008,0.011
Delaware,11/17/20,forecast,0.008,0.011
District of Columbia,8/25/20,estimate,-0.008,-0.008
District of Columbia,8/26/20,estimate,-0.008,-0.008
District of Columbia,8/27/20,estimate,-0.008,-0.008
District of Columbia,8/28/20,estimate,-0.008,-0.008
District of Columbia,8/29/20,estimate,-0.007,-0.008
District of Columbia,8/30/20,estimate,-0.007,-0.008
District of Columbia,8/31/20,estimate,-0.007,-0.007
District of Columbia,9/1/20,estimate,-0.007,-0.007
District of Columbia,9/2/20,estimate,-0.007,-0.007
District of Columbia,9/3/20,estimate,-0.006,-0.007
District of Columbia,9/4/20,estimate,-0.006,-0.006
District of Columbia,9/5/20,estimate,-0.006,-0.006
District of Columbia,9/6/20,estimate,-0.005,-0.006
District of Columbia,9/7/20,estimate,-0.005,-0.005
District of Columbia,9/8/20,estimate,-0.004,-0.005
District of Columbia,9/9/20,estimate,-0.004,-0.004
District of Columbia,9/10/20,estimate,-0.003,-0.004
District of Columbia,9/11/20,estimate,-0.003,-0.003
District of Columbia,9/12/20,estimate,-0.002,-0.003
District of Columbia,9/13/20,estimate,-0.001,-0.002
District of Columbia,9/14/20,estimate,-0.001,-0.001
District of Columbia,9/15/20,estimate,0,0
District of Columbia,9/16/20,estimate,0.001,0.001
District of Columbia,9/17/20,estimate,0.002,0.002
District of Columbia,9/18/20,estimate,0.003,0.003
District of Columbia,9/19/20,estimate,0.004,0.004
District of Columbia,9/20/20,estimate,0.005,0.005
District of Columbia,9/21/20,estimate,0.006,0.006
District of Columbia,9/22/20,estimate,0.007,0.007
District of Columbia,9/23/20,estimate,0.007,0.008
District of Columbia,9/24/20,estimate,0.008,0.009
District of Columbia,9/25/20,estimate,0.009,0.01
District of Columbia,9/26/20,estimate,0.01,0.011
District of Columbia,9/27/20,estimate,0.011,0.012
District of Columbia,9/28/20,estimate,0.012,0.013
District of Columbia,9/29/20,estimate,0.013,0.013
District of Columbia,9/30/20,estimate,0.013,0.014
District of Columbia,10/1/20,estimate,0.014,0.014
District of Columbia,10/2/20,estimate,0.014,0.015
District of Columbia,10/3/20,estimate,0.015,0.015
District of Columbia,10/4/20,estimate,0.015,0.016
District of Columbia,10/5/20,estimate,0.016,0.016
District of Columbia,10/6/20,estimate,0.016,0.016
District of Columbia,10/7/20,estimate,0.017,0.017
District of Columbia,10/8/20,estimate,0.017,0.017
District of Columbia,10/9/20,estimate,0.017,0.017
District of Columbia,10/10/20,estimate,0.018,0.018
District of Columbia,10/11/20,estimate,0.018,0.018
District of Columbia,10/12/20,estimate,0.019,0.019
District of Columbia,10/13/20,estimate,0.02,0.019
District of Columbia,10/14/20,estimate,0.02,0.02
District of Columbia,10/15/20,estimate,0.021,0.021
District of Columbia,10/16/20,estimate,0.022,0.022
District of Columbia,10/17/20,estimate,0.022,0.022
District of Columbia,10/18/20,estimate,0.023,0.023
District of Columbia,10/19/20,estimate,0.024,0.024
District of Columbia,10/20/20,estimate,0.025,0.025
District of Columbia,10/21/20,estimate,0.026,0.027
District of Columbia,10/22/20,estimate,0.027,0.028
District of Columbia,10/23/20,estimate,0.027,0.028
District of Columbia,10/24/20,estimate based on partial data,0.028,0.029
District of Columbia,10/25/20,estimate based on partial data,0.029,0.03
District of Columbia,10/26/20,estimate based on partial data,0.029,0.031
District of Columbia,10/27/20,estimate based on partial data,0.029,0.032
District of Columbia,10/28/20,estimate based on partial data,0.03,0.032
District of Columbia,10/29/20,estimate based on partial data,0.03,0.032
District of Columbia,10/30/20,estimate based on partial data,0.03,0.033
District of Columbia,10/31/20,estimate based on partial data,0.03,0.033
District of Columbia,11/1/20,estimate based on partial data,0.03,0.033
District of Columbia,11/2/20,estimate based on partial data,0.029,0.033
District of Columbia,11/3/20,estimate based on partial data,0.029,0.033
District of Columbia,11/4/20,forecast,0.029,0.033
District of Columbia,11/5/20,forecast,0.029,0.033
District of Columbia,11/6/20,forecast,0.029,0.033
District of Columbia,11/7/20,forecast,0.029,0.033
District of Columbia,11/8/20,forecast,0.029,0.033
District of Columbia,11/9/20,forecast,0.029,0.033
District of Columbia,11/10/20,forecast,0.029,0.033
District of Columbia,11/11/20,forecast,0.029,0.033
District of Columbia,11/12/20,forecast,0.029,0.033
District of Columbia,11/13/20,forecast,0.029,0.033
District of Columbia,11/14/20,forecast,0.029,0.033
District of Columbia,11/15/20,forecast,0.029,0.033
District of Columbia,11/16/20,forecast,0.029,0.033
District of Columbia,11/17/20,forecast,0.029,0.033
Florida,8/25/20,estimate,-0.02,-0.02
Florida,8/26/20,estimate,-0.02,-0.02
Florida,8/27/20,estimate,-0.019,-0.019
Florida,8/28/20,estimate,-0.019,-0.019
Florida,8/29/20,estimate,-0.018,-0.018
Florida,8/30/20,estimate,-0.018,-0.017
Florida,8/31/20,estimate,-0.017,-0.017
Florida,9/1/20,estimate,-0.016,-0.016
Florida,9/2/20,estimate,-0.016,-0.016
Florida,9/3/20,estimate,-0.015,-0.015
Florida,9/4/20,estimate,-0.014,-0.014
Florida,9/5/20,estimate,-0.014,-0.014
Florida,9/6/20,estimate,-0.013,-0.013
Florida,9/7/20,estimate,-0.013,-0.013
Florida,9/8/20,estimate,-0.012,-0.012
Florida,9/9/20,estimate,-0.011,-0.012
Florida,9/10/20,estimate,-0.011,-0.011
Florida,9/11/20,estimate,-0.01,-0.011
Florida,9/12/20,estimate,-0.01,-0.01
Florida,9/13/20,estimate,-0.009,-0.009
Florida,9/14/20,estimate,-0.008,-0.009
Florida,9/15/20,estimate,-0.007,-0.008
Florida,9/16/20,estimate,-0.007,-0.007
Florida,9/17/20,estimate,-0.006,-0.006
Florida,9/18/20,estimate,-0.005,-0.005
Florida,9/19/20,estimate,-0.004,-0.004
Florida,9/20/20,estimate,-0.003,-0.003
Florida,9/21/20,estimate,-0.002,-0.002
Florida,9/22/20,estimate,-0.001,-0.001
Florida,9/23/20,estimate,0.001,0
Florida,9/24/20,estimate,0.002,0.002
Florida,9/25/20,estimate,0.003,0.003
Florida,9/26/20,estimate,0.005,0.004
Florida,9/27/20,estimate,0.006,0.006
Florida,9/28/20,estimate,0.008,0.007
Florida,9/29/20,estimate,0.009,0.009
Florida,9/30/20,estimate,0.01,0.011
Florida,10/1/20,estimate,0.012,0.012
Florida,10/2/20,estimate,0.013,0.013
Florida,10/3/20,estimate,0.014,0.015
Florida,10/4/20,estimate,0.016,0.016
Florida,10/5/20,estimate,0.017,0.018
Florida,10/6/20,estimate,0.018,0.019
Florida,10/7/20,estimate,0.019,0.02
Florida,10/8/20,estimate,0.02,0.021
Florida,10/9/20,estimate,0.021,0.022
Florida,10/10/20,estimate,0.022,0.023
Florida,10/11/20,estimate,0.023,0.024
Florida,10/12/20,estimate,0.024,0.024
Florida,10/13/20,estimate,0.024,0.025
Florida,10/14/20,estimate,0.025,0.026
Florida,10/15/20,estimate,0.026,0.026
Florida,10/16/20,estimate,0.026,0.027
Florida,10/17/20,estimate,0.027,0.027
Florida,10/18/20,estimate,0.027,0.028
Florida,10/19/20,estimate,0.028,0.028
Florida,10/20/20,estimate,0.028,0.028
Florida,10/21/20,estimate,0.028,0.029
Florida,10/22/20,estimate,0.028,0.029
Florida,10/23/20,estimate,0.028,0.03
Florida,10/24/20,estimate based on partial data,0.029,0.03
Florida,10/25/20,estimate based on partial data,0.029,0.03
Florida,10/26/20,estimate based on partial data,0.029,0.031
Florida,10/27/20,estimate based on partial data,0.029,0.031
Florida,10/28/20,estimate based on partial data,0.03,0.031
Florida,10/29/20,estimate based on partial data,0.03,0.031
Florida,10/30/20,estimate based on partial data,0.03,0.032
Florida,10/31/20,estimate based on partial data,0.03,0.032
Florida,11/1/20,estimate based on partial data,0.03,0.032
Florida,11/2/20,estimate based on partial data,0.03,0.032
Florida,11/3/20,estimate based on partial data,0.03,0.033
Florida,11/4/20,forecast,0.03,0.033
Florida,11/5/20,forecast,0.03,0.033
Florida,11/6/20,forecast,0.03,0.033
Florida,11/7/20,forecast,0.03,0.033
Florida,11/8/20,forecast,0.03,0.033
Florida,11/9/20,forecast,0.03,0.033
Florida,11/10/20,forecast,0.03,0.033
Florida,11/11/20,forecast,0.03,0.033
Florida,11/12/20,forecast,0.03,0.033
Florida,11/13/20,forecast,0.03,0.033
Florida,11/14/20,forecast,0.03,0.033
Florida,11/15/20,forecast,0.03,0.033
Florida,11/16/20,forecast,0.03,0.033
Florida,11/17/20,forecast,0.03,0.033
Georgia,8/25/20,estimate,-0.009,-0.011
Georgia,8/26/20,estimate,-0.009,-0.011
Georgia,8/27/20,estimate,-0.009,-0.012
Georgia,8/28/20,estimate,-0.009,-0.012
Georgia,8/29/20,estimate,-0.009,-0.012
Georgia,8/30/20,estimate,-0.009,-0.012
Georgia,8/31/20,estimate,-0.009,-0.012
Georgia,9/1/20,estimate,-0.009,-0.012
Georgia,9/2/20,estimate,-0.008,-0.011
Georgia,9/3/20,estimate,-0.008,-0.011
Georgia,9/4/20,estimate,-0.008,-0.011
Georgia,9/5/20,estimate,-0.007,-0.01
Georgia,9/6/20,estimate,-0.007,-0.009
Georgia,9/7/20,estimate,-0.006,-0.009
Georgia,9/8/20,estimate,-0.006,-0.008
Georgia,9/9/20,estimate,-0.006,-0.007
Georgia,9/10/20,estimate,-0.005,-0.006
Georgia,9/11/20,estimate,-0.005,-0.005
Georgia,9/12/20,estimate,-0.004,-0.004
Georgia,9/13/20,estimate,-0.003,-0.003
Georgia,9/14/20,estimate,-0.003,-0.001
Georgia,9/15/20,estimate,-0.002,0
Georgia,9/16/20,estimate,-0.002,0.001
Georgia,9/17/20,estimate,-0.001,0.002
Georgia,9/18/20,estimate,0,0.003
Georgia,9/19/20,estimate,0,0.004
Georgia,9/20/20,estimate,0.001,0.004
Georgia,9/21/20,estimate,0.001,0.005
Georgia,9/22/20,estimate,0.001,0.005
Georgia,9/23/20,estimate,0.002,0.006
Georgia,9/24/20,estimate,0.002,0.006
Georgia,9/25/20,estimate,0.002,0.006
Georgia,9/26/20,estimate,0.002,0.006
Georgia,9/27/20,estimate,0.002,0.005
Georgia,9/28/20,estimate,0.001,0.005
Georgia,9/29/20,estimate,0.001,0.004
Georgia,9/30/20,estimate,0,0.003
Georgia,10/1/20,estimate,0,0.002
Georgia,10/2/20,estimate,0,0.001
Georgia,10/3/20,estimate,-0.001,0
Georgia,10/4/20,estimate,-0.001,0
Georgia,10/5/20,estimate,-0.002,-0.001
Georgia,10/6/20,estimate,-0.002,-0.002
Georgia,10/7/20,estimate,-0.002,-0.003
Georgia,10/8/20,estimate,-0.003,-0.003
Georgia,10/9/20,estimate,-0.003,-0.004
Georgia,10/10/20,estimate,-0.003,-0.004
Georgia,10/11/20,estimate,-0.003,-0.005
Georgia,10/12/20,estimate,-0.004,-0.005
Georgia,10/13/20,estimate,-0.004,-0.005
Georgia,10/14/20,estimate,-0.004,-0.005
Georgia,10/15/20,estimate,-0.003,-0.004
Georgia,10/16/20,estimate,-0.003,-0.004
Georgia,10/17/20,estimate,-0.003,-0.004
Georgia,10/18/20,estimate,-0.003,-0.003
Georgia,10/19/20,estimate,-0.003,-0.003
Georgia,10/20/20,estimate,-0.002,-0.002
Georgia,10/21/20,estimate,-0.002,-0.002
Georgia,10/22/20,estimate,-0.002,-0.001
Georgia,10/23/20,estimate,-0.002,-0.001
Georgia,10/24/20,estimate based on partial data,-0.002,0
Georgia,10/25/20,estimate based on partial data,-0.001,0
Georgia,10/26/20,estimate based on partial data,-0.001,0.001
Georgia,10/27/20,estimate based on partial data,-0.001,0.001
Georgia,10/28/20,estimate based on partial data,-0.001,0.001
Georgia,10/29/20,estimate based on partial data,-0.001,0.001
Georgia,10/30/20,estimate based on partial data,-0.002,0.001
Georgia,10/31/20,estimate based on partial data,-0.002,0.001
Georgia,11/1/20,estimate based on partial data,-0.002,0.001
Georgia,11/2/20,estimate based on partial data,-0.002,0.001
Georgia,11/3/20,estimate based on partial data,-0.002,0.001
Georgia,11/4/20,forecast,-0.002,0.001
Georgia,11/5/20,forecast,-0.002,0.001
Georgia,11/6/20,forecast,-0.002,0.001
Georgia,11/7/20,forecast,-0.002,0.001
Georgia,11/8/20,forecast,-0.002,0.001
Georgia,11/9/20,forecast,-0.002,0.001
Georgia,11/10/20,forecast,-0.002,0.001
Georgia,11/11/20,forecast,-0.002,0.001
Georgia,11/12/20,forecast,-0.002,0.001
Georgia,11/13/20,forecast,-0.002,0.001
Georgia,11/14/20,forecast,-0.002,0.001
Georgia,11/15/20,forecast,-0.002,0.001
Georgia,11/16/20,forecast,-0.002,0.001
Georgia,11/17/20,forecast,-0.002,0.001
Guam,8/25/20,estimate,0.017,0.013
Guam,8/26/20,estimate,0.015,0.009
Guam,8/27/20,estimate,0.013,0.005
Guam,8/28/20,estimate,0.011,0.001
Guam,8/29/20,estimate,0.009,-0.002
Guam,8/30/20,estimate,0.007,-0.004
Guam,8/31/20,estimate,0.006,-0.007
Guam,9/1/20,estimate,0.004,-0.009
Guam,9/2/20,estimate,0.003,-0.01
Guam,9/3/20,estimate,0.002,-0.011
Guam,9/4/20,estimate,0.002,-0.011
Guam,9/5/20,estimate,0.002,-0.011
Guam,9/6/20,estimate,0.002,-0.01
Guam,9/7/20,estimate,0.003,-0.009
Guam,9/8/20,estimate,0.004,-0.007
Guam,9/9/20,estimate,0.006,-0.005
Guam,9/10/20,estimate,0.008,-0.003
Guam,9/11/20,estimate,0.009,0.001
Guam,9/12/20,estimate,0.012,0.004
Guam,9/13/20,estimate,0.014,0.008
Guam,9/14/20,estimate,0.016,0.011
Guam,9/15/20,estimate,0.018,0.015
Guam,9/16/20,estimate,0.019,0.019
Guam,9/17/20,estimate,0.021,0.023
Guam,9/18/20,estimate,0.023,0.027
Guam,9/19/20,estimate,0.024,0.031
Guam,9/20/20,estimate,0.026,0.034
Guam,9/21/20,estimate,0.027,0.037
Guam,9/22/20,estimate,0.028,0.04
Guam,9/23/20,estimate,0.03,0.042
Guam,9/24/20,estimate,0.031,0.044
Guam,9/25/20,estimate,0.031,0.045
Guam,9/26/20,estimate,0.032,0.045
Guam,9/27/20,estimate,0.032,0.045
Guam,9/28/20,estimate,0.032,0.045
Guam,9/29/20,estimate,0.032,0.044
Guam,9/30/20,estimate,0.032,0.043
Guam,10/1/20,estimate,0.031,0.042
Guam,10/2/20,estimate,0.03,0.04
Guam,10/3/20,estimate,0.029,0.038
Guam,10/4/20,estimate,0.028,0.036
Guam,10/5/20,estimate,0.027,0.034
Guam,10/6/20,estimate,0.026,0.031
Guam,10/7/20,estimate,0.025,0.029
Guam,10/8/20,estimate,0.024,0.027
Guam,10/9/20,estimate,0.023,0.025
Guam,10/10/20,estimate,0.022,0.023
Guam,10/11/20,estimate,0.021,0.021
Guam,10/12/20,estimate,0.02,0.019
Guam,10/13/20,estimate,0.019,0.017
Guam,10/14/20,estimate,0.018,0.015
Guam,10/15/20,estimate,0.017,0.014
Guam,10/16/20,estimate,0.017,0.012
Guam,10/17/20,estimate,0.016,0.011
Guam,10/18/20,estimate,0.016,0.009
Guam,10/19/20,estimate,0.015,0.008
Guam,10/20/20,estimate,0.014,0.007
Guam,10/21/20,estimate,0.014,0.006
Guam,10/22/20,estimate,0.014,0.005
Guam,10/23/20,estimate,0.014,0.004
Guam,10/24/20,estimate based on partial data,0.014,0.003
Guam,10/25/20,estimate based on partial data,0.013,0.003
Guam,10/26/20,estimate based on partial data,0.013,0.002
Guam,10/27/20,estimate based on partial data,0.013,0.002
Guam,10/28/20,estimate based on partial data,0.013,0.002
Guam,10/29/20,estimate based on partial data,0.013,0.001
Guam,10/30/20,estimate based on partial data,0.013,0.001
Guam,10/31/20,estimate based on partial data,0.013,0.001
Guam,11/1/20,estimate based on partial data,0.013,0.002
Guam,11/2/20,estimate based on partial data,0.013,0.002
Guam,11/3/20,estimate based on partial data,0.014,0.002
Guam,11/4/20,forecast,0.014,0.002
Guam,11/5/20,forecast,0.014,0.002
Guam,11/6/20,forecast,0.014,0.002
Guam,11/7/20,forecast,0.014,0.002
Guam,11/8/20,forecast,0.014,0.002
Guam,11/9/20,forecast,0.014,0.002
Guam,11/10/20,forecast,0.014,0.002
Guam,11/11/20,forecast,0.014,0.002
Guam,11/12/20,forecast,0.014,0.002
Guam,11/13/20,forecast,0.014,0.002
Guam,11/14/20,forecast,0.014,0.002
Guam,11/15/20,forecast,0.014,0.002
Guam,11/16/20,forecast,0.014,0.002
Guam,11/17/20,forecast,0.014,0.002
Hawaii,8/25/20,estimate,-0.029,-0.029
Hawaii,8/26/20,estimate,-0.034,-0.035
Hawaii,8/27/20,estimate,-0.039,-0.04
Hawaii,8/28/20,estimate,-0.044,-0.044
Hawaii,8/29/20,estimate,-0.048,-0.048
Hawaii,8/30/20,estimate,-0.051,-0.051
Hawaii,8/31/20,estimate,-0.053,-0.054
Hawaii,9/1/20,estimate,-0.055,-0.055
Hawaii,9/2/20,estimate,-0.056,-0.056
Hawaii,9/3/20,estimate,-0.056,-0.056
Hawaii,9/4/20,estimate,-0.055,-0.056
Hawaii,9/5/20,estimate,-0.054,-0.054
Hawaii,9/6/20,estimate,-0.051,-0.052
Hawaii,9/7/20,estimate,-0.049,-0.049
Hawaii,9/8/20,estimate,-0.046,-0.046
Hawaii,9/9/20,estimate,-0.042,-0.042
Hawaii,9/10/20,estimate,-0.038,-0.038
Hawaii,9/11/20,estimate,-0.034,-0.034
Hawaii,9/12/20,estimate,-0.029,-0.029
Hawaii,9/13/20,estimate,-0.025,-0.025
Hawaii,9/14/20,estimate,-0.021,-0.02
Hawaii,9/15/20,estimate,-0.017,-0.016
Hawaii,9/16/20,estimate,-0.013,-0.012
Hawaii,9/17/20,estimate,-0.01,-0.009
Hawaii,9/18/20,estimate,-0.007,-0.006
Hawaii,9/19/20,estimate,-0.005,-0.003
Hawaii,9/20/20,estimate,-0.003,-0.001
Hawaii,9/21/20,estimate,-0.001,0
Hawaii,9/22/20,estimate,-0.001,0
Hawaii,9/23/20,estimate,-0.001,0
Hawaii,9/24/20,estimate,-0.001,0
Hawaii,9/25/20,estimate,-0.002,-0.001
Hawaii,9/26/20,estimate,-0.003,-0.002
Hawaii,9/27/20,estimate,-0.004,-0.004
Hawaii,9/28/20,estimate,-0.006,-0.005
Hawaii,9/29/20,estimate,-0.007,-0.007
